Name,Rank,Tuition and fees
Atlanta Metropolitan State College,NA,NA
Atlanta's John Marshall Law School,NA,NA
Atlanta School of Massage,NA,NA
Clark Atlanta University,NA,NA
Augusta Technical College,NA,NA
Bainbridge State College,NA,NA
Berry College,NA,NA
Beulah Heights University,NA,NA
Brenau University,NA,NA
Brewton-Parker College,NA,NA
Brown College of Court Reporting,NA,NA
College of Coastal Georgia,NA,NA
West Georgia Technical College,NA,NA
Carver Bible College,NA,NA
Clayton  State University,NA,NA
Columbia Theological Seminary,NA,NA
Columbus Technical College,NA,NA
Columbus State University,NA,NA
Georgia Northwestern Technical College,NA,NA
Covenant College,NA,NA
Dalton State College,NA,NA
Pro Way Hair School,NA,NA
South University-Savannah,NA,NA
East Georgia State College,NA,NA
Emmanuel College,NA,NA
Emory University,20,"$47,954 "
Georgia Highlands College,NA,NA
Fort Valley State University,NA,NA
Grady Health System Professional Schools,NA,NA
Georgia Institute of Technology-Main Campus,NA,NA
Georgia Southwestern State University,NA,NA
Georgia College & State University,NA,NA
Georgia Southern University,NA,NA
Georgia State University,NA,NA
University of Georgia,56,"$29,844 "
Gordon State College,NA,NA
Southern Crescent Technical College,NA,NA
Gupton Jones College of Funeral Service,NA,NA
Gwinnett College-Lilburn,NA,NA
Gwinnett Technical College,NA,NA
Interdenominational Theological Center,NA,NA
LaGrange College,NA,NA
Lanier Technical College,NA,NA
Life University,NA,NA
Chattahoochee Technical College,NA,NA
Herzing University-Atlanta,NA,NA
Mercer University,129,"$35,130 "
Morehouse College,NA,NA
Morehouse School of Medicine,NA,NA
North Georgia Technical College,NA,NA
Oglethorpe University,NA,NA
Paine College,NA,NA
Piedmont College,NA,NA
Miami Ad School at Portfolio Center,NA,NA
Reinhardt University,NA,NA
Savannah Technical College,NA,NA
Savannah College of Art and Design,NA,NA
Savannah State University,NA,NA
Shorter University,NA,NA
South Georgia Technical College,NA,NA
The Creative Circus,NA,NA
Spelman College,NA,NA
Thomas University,NA,NA
Toccoa Falls College,NA,NA
Truett McConnell University,NA,NA
Wiregrass Georgia Technical College,NA,NA
Valdosta State University,NA,NA
Wesleyan College,NA,NA
University of West Georgia,NA,NA
Young Harris College,NA,NA
Chaminade University of Honolulu,NA,NA
University of Hawaii at Hilo,NA,NA
University of Hawaii at Manoa,NA,NA
Hawaii Institute of Hair Design,NA,NA
Hawaii Pacific University,NA,NA
Honolulu Community College,NA,NA
Kapiolani Community College,NA,NA
Kauai Community College,NA,NA
Leeward Community College,NA,NA
University of Hawaii Maui College,NA,NA
Med-Assist School of Hawaii Inc,NA,NA
World Medicine Institute,NA,NA
Travel Institute of the Pacific,NA,NA
University of Hawaii-West Oahu,NA,NA
Windward Community College,NA,NA
Carrington College-Boise,NA,NA
Boise Bible College,NA,NA
Boise State University,NA,NA
College of Eastern Idaho,NA,NA
Idaho State University,NA,NA
University of Idaho,162,"$22,040 "
The College of Idaho,NA,NA
Lewis-Clark State College,NA,NA
Aveda Institute-Twin Falls,NA,NA
Mr Leon's School of Hair Design-Moscow,NA,NA
North Idaho College,NA,NA
Northwest Nazarene University,NA,NA
Elevate Salon Institute-Chubbuck,NA,NA
Brigham Young University-Idaho,NA,NA
College of Southern Idaho,NA,NA
Adler University,NA,NA
American Academy of Art,NA,NA
School of the Art Institute of Chicago,NA,NA
Augustana College,NA,NA
Aurora University,NA,NA
Tricoci University of Beauty Culture-Urbana,NA,NA
Southwestern Illinois College,NA,NA
Bethany Theological Seminary,NA,NA
Black Hawk College,NA,NA
Blackburn College,NA,NA
Blessing Rieman College of Nursing and Health Sciences,NA,NA
Blessing Hospital School of Radiologic Technology,NA,NA
Bradley University,NA,NA
Paul Mitchell the School-Bradley,NA,NA
Cameo Beauty Academy,NA,NA
Cannella School of Hair Design-Villa Park,NA,NA
Cannella School of Hair Design-Chicago,NA,NA
Cannella School of Hair Design-Chicago,NA,NA
Cannella School of Hair Design-Elgin,NA,NA
Empire Beauty School-Hanover Park,NA,NA
Capri Beauty College,NA,NA
Carl Sandburg College,NA,NA
Catholic Theological Union at Chicago,NA,NA
La James International College-East Moline,NA,NA
Midwestern University-Downers Grove,NA,NA
The Chicago School of Professional Psychology at Chicago,NA,NA
Chicago State University,NA,NA
Chicago Theological Seminary,NA,NA
University of Chicago,3,"$52,491 "
City Colleges of Chicago-Kennedy-King College,NA,NA
City Colleges of Chicago-Malcolm X College,NA,NA
City Colleges of Chicago-Olive-Harvey College,NA,NA
City Colleges of Chicago-Harry S Truman College,NA,NA
City Colleges of Chicago-Richard J Daley College,NA,NA
City Colleges of Chicago-Harold Washington College,NA,NA
City Colleges of Chicago-Wilbur Wright College,NA,NA
Columbia College Chicago,NA,NA
Concordia University-Chicago,NA,NA
Le Cordon Bleu College of Culinary Arts-Chicago,NA,NA
Coyne College,NA,NA
Danville Area Community College,NA,NA
Tricoci University of Beauty Culture-Danville,NA,NA
DePaul University,117,"$37,626 "
Cosmetology & Spa Academy,NA,NA
College of DuPage,NA,NA
East-West University,NA,NA
Eastern Illinois University,NA,NA
Elgin Community College,NA,NA
Elmhurst College,NA,NA
Eureka College,NA,NA
First Institute Inc,NA,NA
Fox College,NA,NA
Garrett-Evangelical Theological Seminary,NA,NA
Gem City College,NA,NA
Governors State University,NA,NA
Graham Hospital School of Nursing,NA,NA
Greenville University,NA,NA
Hair Professionals Academy of Cosmetology,NA,NA
Hair Professionals Career College,NA,NA
Hair Professionals School of Cosmetology,NA,NA
Harrington College of Design,NA,NA
Hebrew Theological College,NA,NA
Highland Community College,NA,NA
Rosalind Franklin University of Medicine and Science,NA,NA
University of Illinois at Chicago,147,"$26,526 "
Benedictine University,209,"$32,170 "
Illinois College of Optometry,NA,NA
University of Illinois at Urbana-Champaign,48,"$31,320 "
Illinois Wesleyan University,NA,NA
Illinois Central College,NA,NA
Illinois College,NA,NA
Olney Central College,NA,NA
Illinois Institute of Technology,96,"$45,214 "
Argosy University-Chicago,NA,NA
Illinois State University,142,"$20,886 "
Illinois Valley Community College,NA,NA
Institute for Clinical Social Work,NA,NA
Sanford-Brown College-Chicago,NA,NA
John A Logan College,NA,NA
The John Marshall Law School,NA,NA
John Wood Community College,NA,NA
Joliet Junior College,NA,NA
Judson University,NA,NA
Kankakee Community College,NA,NA
Kaskaskia College,NA,NA
Kendall College,NA,NA
Kishwaukee College,NA,NA
Knox College,NA,NA
Educators of Beauty College of Cosmetology-La Salle,NA,NA
College of Lake County,NA,NA
Lake Forest College,NA,NA
Lake Forest Graduate School of Management,NA,NA
Lake Land College,NA,NA
Lakeview College of Nursing,NA,NA
Lewis and Clark Community College,NA,NA
Lewis University,NA,NA
Lincoln Christian University,NA,NA
Lincoln College,NA,NA
Lincoln Land Community College,NA,NA
Lincoln College of Technology-Melrose Park,NA,NA
Loyola University Chicago,94,"$41,384 "
Lutheran School of Theology at Chicago,NA,NA
Trinity College of Nursing & Health Sciences,NA,NA
Steven Papageorge Hair Academy,NA,NA
MacCormac College,NA,NA
MacMurray College,NA,NA
McCormick Theological Seminary,NA,NA
McHenry County College,NA,NA
McKendree University,NA,NA
Meadville Lombard Theological School,NA,NA
Methodist College,NA,NA
Midstate College,NA,NA
Millikin University,NA,NA
Monmouth College,NA,NA
Moody Bible Institute,NA,NA
Moraine Valley Community College,NA,NA
Morrison Institute of Technology,NA,NA
Morton College,NA,NA
Mr John's School of Cosmetology Esthetics & Nails-Decatur,NA,NA
National Louis University,NA,NA
National University of Health Sciences,NA,NA
Niles School of Cosmetology,NA,NA
North Central College,NA,NA
North Park University,NA,NA
Northern Baptist Theological Seminary,NA,NA
Northern Illinois University,205,"$23,799 "
Northwestern College-Chicago Campus,NA,NA
Northwestern University,13,"$50,855 "
Northeastern Illinois University,NA,NA
Oakton Community College,NA,NA
Oehrlein School of Cosmetology,NA,NA
Olivet Nazarene University,NA,NA
Parkland College,NA,NA
Prairie State College,NA,NA
Professional's Choice Hair Design Academy,NA,NA
Quincy University,NA,NA
Vatterott College-Quincy,NA,NA
The Illinois Institute of Art-Chicago,NA,NA
Rend Lake College,NA,NA
Richland Community College,NA,NA
Robert Morris University Illinois,NA,NA
Rock Valley College,NA,NA
Madison Media Institute-Rockford Career College,NA,NA
Rockford University,NA,NA
Roosevelt University,NA,NA
Dominican University,NA,NA
Rush University,NA,NA
Saint Francis Medical Center College of Nursing,NA,NA
University of St Francis,NA,NA
St. John's College-Department of Nursing,NA,NA
Saint Xavier University,NA,NA
University of Illinois at Springfield,NA,NA
Sauk Valley Community College,NA,NA
Shawnee Community College,NA,NA
Shimer College,NA,NA
Saint Augustine College,NA,NA
University of Saint Mary of the Lake,NA,NA
Southeastern Illinois College,NA,NA
National Latino Education Institute,NA,NA
Spertus College,NA,NA
Spoon River College,NA,NA
Saint Anthony College of Nursing,NA,NA
Educators of Beauty College of Cosmetology-Sterling,NA,NA
Southern Illinois University-Carbondale,207,"$27,130 "
Southern Illinois University-Edwardsville,NA,NA
Taylor Business Institute,NA,NA
Telshe Yeshiva-Chicago,NA,NA
South Suburban College,NA,NA
Tri-County Beauty Academy,NA,NA
Trinity Christian College,NA,NA
Trinity International University-Illinois,NA,NA
Triton College,NA,NA
University of Spa & Cosmetology Arts,NA,NA
VanderCook College of Music,NA,NA
Waubonsee Community College,NA,NA
Resurrection University,NA,NA
Western Illinois University,NA,NA
Wheaton College,NA,NA
William Rainey Harper College,NA,NA
Ancilla College,NA,NA
Anderson University,NA,NA
Ball State University,165,"$25,428 "
Bethel College-Indiana,NA,NA
Butler University,NA,NA
Calumet College of Saint Joseph,NA,NA
Christian Theological Seminary,NA,NA
College of Court Reporting Inc,NA,NA
Concordia Theological Seminary,NA,NA
Tricoci University of Beauty Culture-Highland,NA,NA
DePauw University,NA,NA
Don Roberts School of Hair Design,NA,NA
Don Roberts Beauty School,NA,NA
Earlham College,NA,NA
University of Evansville,NA,NA
Franklin College,NA,NA
Goshen College,NA,NA
Grace College and Theological Seminary,NA,NA
Hair Fashions By Kaye Beauty College-Noblesville,NA,NA
Hanover College,NA,NA
J Michael Harrold Beauty Academy,NA,NA
Holy Cross College,NA,NA
PJ's College of Cosmetology-Clarksville,NA,NA
Huntington University,NA,NA
Ivy Tech Community College,NA,NA
Indiana University-Purdue University-Fort Wayne,NA,NA
Indiana University-Purdue University-Indianapolis,187,"$29,791 "
Harrison College-Indianapolis,NA,NA
University of Indianapolis,NA,NA
Indiana Institute of Technology,NA,NA
University of Southern Indiana,NA,NA
Indiana State University,NA,NA
Indiana University-Kokomo,NA,NA
Indiana University-South Bend,NA,NA
Indiana University-Bloomington,86,"$34,246 "
Indiana University-Northwest,NA,NA
Indiana University-Southeast,NA,NA
Indiana University-East,NA,NA
International Business College-Fort Wayne,NA,NA
International Business College-Indianapolis,NA,NA
Knox Beauty College,NA,NA
Tricoci University of Beauty Culture-Lafayette,NA,NA
Brown Mackie College-Merrillville,NA,NA
Empire Beauty School-Indianapolis,NA,NA
Lincoln College of Technology-Indianapolis,NA,NA
Manchester University,NA,NA
Marian University,NA,NA
Indiana Wesleyan University-Marion,NA,NA
Martin University,NA,NA
Anabaptist Mennonite Biblical Seminary,NA,NA
Brown Mackie College-South Bend,NA,NA
Mid-America College of Funeral Service,NA,NA
West Michigan College of Barbering and Beauty,NA,NA
University of Notre Dame,17,"$49,685 "
Oakland City University,NA,NA
PJ's College of Cosmetology-Richmond,NA,NA
Purdue University-Calumet Campus,NA,NA
Purdue University-North Central Campus,NA,NA
Ravenscroft Beauty College,NA,NA
Rogers Academy of Hair Design,NA,NA
Rose-Hulman Institute of Technology,NA,NA
Rudae's School of Beauty Culture-Kokomo,NA,NA
University of Saint Francis-Fort Wayne,NA,NA
Saint Josephs College,NA,NA
Saint Mary-of-the-Woods College,NA,NA
Saint Mary's College,NA,NA
Brightwood College-Hammond,NA,NA
Saint Meinrad School of Theology,NA,NA
Saint Elizabeth School of Nursing,NA,NA
Taylor University,NA,NA
Trine University,NA,NA
Valparaiso University,NA,NA
Vincennes Beauty College,NA,NA
Vincennes University,NA,NA
Wabash College,NA,NA
Allen College,NA,NA
Briar Cliff University,NA,NA
Buena Vista University,NA,NA
Capri College-Dubuque,NA,NA
Capri College-Cedar Rapids,NA,NA
Central College,NA,NA
Clarke University,NA,NA
Coe College,NA,NA
Cornell College,NA,NA
Iowa School of Beauty-Marshalltown,NA,NA
Des Moines Area Community College,NA,NA
Divine Word College,NA,NA
Dordt College,NA,NA
Drake University,NA,NA
University of Dubuque,NA,NA
Ellsworth Community College,NA,NA
Emmaus Bible College,NA,NA
Eastern Iowa Community College District,NA,NA
Faith Baptist Bible College and Theological Seminary,NA,NA
Faust Institute of Cosmetology-Storm Lake,NA,NA
Graceland University-Lamoni,NA,NA
Grand View University,NA,NA
Grinnell College,NA,NA
Kaplan University-Mason City Campus,NA,NA
Kaplan University-Cedar Rapids Campus,NA,NA
Hamilton Technical College,NA,NA
Hawkeye Community College,NA,NA
American Hair Academy,NA,NA
Indian Hills Community College,NA,NA
Iowa Central Community College,NA,NA
Iowa Lakes Community College,NA,NA
UnityPoint Health-Des Moines School of Radiologic Technology,NA,NA
American College of Hairstyling-Des Moines,NA,NA
Iowa School of Beauty-Des Moines,NA,NA
Iowa State University,104,"$21,483 "
Iowa Wesleyan University,NA,NA
Iowa Western Community College,NA,NA
University of Iowa,81,"$28,413 "
Kirkwood Community College,NA,NA
La James International College-Cedar Falls,NA,NA
La James International College-Johnston,NA,NA
La James College of Hairstyling and Cosmetology,NA,NA
La James International College-Ft Dodge,NA,NA
Loras College,NA,NA
Luther College,NA,NA
Maharishi University of Management,NA,NA
Marshalltown Community College,NA,NA
Mercy College of Health Sciences,NA,NA
Morningside College,NA,NA
Mount Mercy University,NA,NA
Ashford University,NA,NA
North Iowa Area Community College,NA,NA
University of Northern Iowa,NA,NA
Northwestern College,NA,NA
Northeast Iowa Community College,NA,NA
Northwest Iowa Community College,NA,NA
Des Moines University-Osteopathic Medical Center,NA,NA
Iowa School of Beauty-Ottumwa,NA,NA
Palmer College of Chiropractic,NA,NA
PCI Academy-Ames,NA,NA
Saint Ambrose University,NA,NA
St Luke's College,NA,NA
La James International College-Davenport,NA,NA
La James International College-Iowa City,NA,NA
Simpson College,NA,NA
Southeastern Community College,NA,NA
Southwestern Community College,NA,NA
Capri College-Davenport,NA,NA
Iowa School of Beauty-Sioux City,NA,NA
E Q School of Hair Design,NA,NA
Upper Iowa University,NA,NA
Waldorf University,NA,NA
Wartburg College,NA,NA
Wartburg Theological Seminary,NA,NA
The Salon Professional Academy,NA,NA
Western Iowa Tech Community College,NA,NA
William Penn University,NA,NA
Allen County Community College,NA,NA
Baker University,NA,NA
Barton County Community College,NA,NA
Benedictine College,NA,NA
Bethany College,NA,NA
Bethel College-North Newton,NA,NA
Brown Mackie College-Kansas City,NA,NA
Brown Mackie College-Salina,NA,NA
Bryan University,NA,NA
Butler Community College,NA,NA
Central Christian College of Kansas,NA,NA
Cloud County Community College,NA,NA
Coffeyville Community College,NA,NA
Colby Community College,NA,NA
Cowley County Community College,NA,NA
Dodge City Community College,NA,NA
Donnelly College,NA,NA
Emporia State University,NA,NA
Flint Hills Technical College,NA,NA
Fort Hays State University,NA,NA
Barclay College,NA,NA
